image,artist,school,technique,timeframe,type,technique_macro
09638-flowers1.jpg,Gabriel de la CORTE,spanish,oil,1651-1700,still-life,oil
02958-dreamjos.jpg,Giovanni BAGLIONE,italian,oil,1601-1650,religious,oil
43557-staghunt.jpg,Paul de VOS,flemish,oil,1601-1650,genre,oil
39356-12elijah.jpg,TINTORETTO,italian,oil,1551-1600,religious,oil
22146-portlady.jpg,Ottavio LEONI,italian,oil,1601-1650,portrait,oil
30757-2famous.jpg,Pietro PERUGINO,italian,fresco,1451-1500,religious,fresco
07917-laughing.jpg,Annibale CARRACCI,italian,oil,1551-1600,portrait,oil
15773-granom.jpg,Thomas GIBSON,english,oil,1701-1750,portrait,oil
00312-scenes.jpg,Louis ALINCBROT,flemish,oil,1401-1450,religious,oil
29725-portlady.jpg,Carlo Francesco NUVOLONE,italian,oil,1601-1650,portrait,oil
07741-holyfami.jpg,Angelo CAROSELLI,italian,oil,1601-1650,religious,oil
30002-two_dogs.jpg,Jean-Baptiste OUDRY,french,oil,1701-1750,landscape,oil
29459-antwerp.jpg,Peeter the Younger NEEFFS,flemish,oil,1651-1700,interior,oil
30512-land_egy.jpg,Joachim PATENIER,flemish,oil,1501-1550,landscape,oil
02753-breach.jpg,Jan ASSELYN,dutch,oil,1601-1650,landscape,oil
43992-0bladel1.jpg,Rogier van der WEYDEN,flemish,oil,1401-1450,religious,oil
06754-p_noblew.jpg,Barthel the Elder BRUYN,german,oil,1501-1550,portrait,oil
32776-10spozal.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,religious,oil
14200-jerome.jpg,Nicolás FRANCÉS,spanish,tempera,1401-1450,religious,tempera
32995-4isaac.jpg,RAFFAELLO Sanzio,italian,fresco,1501-1550,religious,fresco
05017-sacracon.jpg,BONIFACIO VERONESE,italian,oil,1501-1550,religious,oil
07846-050vidal.jpg,Vittore CARPACCIO,italian,oil,1501-1550,religious,oil
09325-pitti2.jpg,Angelo Michele COLONNA,italian,fresco,1601-1650,interior,fresco
29424-pompadou.jpg,Jean-Marc NATTIER,french,oil,1701-1750,portrait,oil
39975-15early.jpg,Henri de TOULOUSE-LAUTREC,french,oil,1851-1900,portrait,oil
11314-502delac.jpg,Eug?ne DELACROIX,french,oil,1801-1850,study,oil
33898-13noremb.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,portrait,oil
00569-polyptic.jpg,ANDREA DA MURANO,italian,tempera,1451-1500,religious,tempera
00465-joseph.jpg,Jacopo AMIGONI,italian,oil,1701-1750,religious,oil
33313-stilfish.jpg,Giuseppe RECCO,italian,oil,1651-1700,still-life,oil
40300-106turne.jpg,Joseph Mallord William TURNER,english,oil,1801-1850,landscape,oil
19001-portrait.jpg,Ludwig GUTTENBRUNN,austrian,oil,1751-1800,portrait,oil
24953-diptyc3.jpg,MASTER of the Borgo Crucifix,italian,tempera,1251-1300,religious,tempera
06307-chauncey.jpg,Mather BROWN,american,oil,1801-1850,portrait,oil
39502-18portwo.jpg,TINTORETTO,italian,oil,1551-1600,portrait,oil
33462-25oldtes.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,religious,oil
41642-mtcalvar.jpg,Netherlandish UNKNOWN MASTER,netherlandish,oil,1501-1550,religious,oil
18527-3autumn.jpg,Abel GRIMMER,flemish,oil,1601-1650,landscape,oil
42734-hunting.jpg,Horace VERNET,french,oil,1801-1850,genre,oil
16597-venus_cu.jpg,GIOVANNI DA SAN GIOVANNI,italian,oil,1601-1650,mythological,oil
18804-death_jo.jpg,Gianantonio GUARDI,italian,oil,1701-1750,religious,oil
14326-scene03.jpg,Francesco FRANCIA,italian,fresco,1501-1550,religious,fresco
37283-1pisa.jpg,SIMONE MARTINI,italian,tempera,1301-1350,religious,tempera
34254-aesculap.jpg,Sebastiano RICCI,italian,oil,1701-1750,mythological,oil
39907-allegory.jpg,Johannes TORRENTIUS,dutch,oil,1601-1650,still-life,oil
21451-z_spring.jpg,Nicolas LANCRET,french,oil,1701-1750,landscape,oil
20457-couple_r.jpg,JACOMETTO VENEZIANO,italian,oil,1451-1500,portrait,oil
35057-stpeter.jpg,Theodor ROMBOUTS,flemish,oil,1601-1650,religious,oil
14424-tivoli.jpg,Johannes Jakob FREY,swiss,oil,1801-1850,landscape,oil
37493-return.jpg,Frans SNYDERS,flemish,oil,1601-1650,genre,oil
12069-vertumnu.jpg,Frans Bartholomeus DOUVEN,german,oil,1701-1750,mythological,oil
13990-apollo.jpg,Lavinia FONTANA,italian,oil,1551-1600,mythological,oil
42098-17vulcan.jpg,Giorgio VASARI,italian,oil,1551-1600,mythological,oil
39528-qu_sheba.jpg,Johann Friedrich August TISCHBEIN,german,oil,1751-1800,religious,oil
29380-st_john.jpg,NARDO DI CIONE,italian,tempera,1351-1400,religious,tempera
30932-hothouse.jpg,Anna PETERSEN,danish,oil,1851-1900,genre,oil
06311-popham.jpg,Mather BROWN,american,oil,1801-1850,portrait,oil
29778-virginch.jpg,Marco d' OGGIONO,italian,oil,1501-1550,religious,oil
11255-102delac.jpg,Eug?ne DELACROIX,french,oil,1801-1850,portrait,oil
26373-versaill.jpg,Adam Frans van der MEULEN,flemish,oil,1651-1700,historical,oil
00000-allegory.jpg,Hans von AACHEN,german,oil,1601-1650,mythological,oil
36857-river_va.jpg,Hercules SEGHERS,dutch,oil,1601-1650,landscape,oil
01148-peace.jpg,Andrea APPIANI,italian,oil,1801-1850,mythological,oil
17493-03virgin.jpg,Jan GOSSART,flemish,oil,1501-1550,religious,oil
20818-portrait.jpg,Jens J?rgensen JUEL,danish,oil,1751-1800,portrait,oil
25299-womangoa.jpg,Anton MAUVE,dutch,oil,1851-1900,genre,oil
03304-predell1.jpg,BARTOLOMEO DI GIOVANNI,italian,tempera,1451-1500,religious,tempera
39018-3ceilin.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,mythological,fresco
29441-oldwoman.jpg,Bartolomeo NAZARI,italian,oil,1701-1750,portrait,oil
08750-gallery.jpg,Grigory Grigorievich CHERNETSOV,russian,oil,1801-1850,interior,oil
09492-p_woman.jpg,CORNEILLE DE LYON,french,oil,1551-1600,portrait,oil
36973-self_you.jpg,Christian SEYBOLD,german,oil,1701-1750,portrait,oil
29502-washing.jpg,Eglon van der NEER,dutch,oil,1651-1700,genre,oil
25097-0st_lucy.jpg,MASTER of the Legend of Saint Lucy,flemish,oil,1451-1500,religious,oil
42974-01view.jpg,Paolo VERONESE,italian,oil,1551-1600,religious,oil
41360-06sancta.jpg,Italian UNKNOWN MASTER,italian,fresco,1251-1300,religious,fresco
42828-03zulian.jpg,Paolo VERONESE,italian,oil,1551-1600,religious,oil
00956-03prede1.jpg,Fra ANGELICO,italian,tempera,1401-1450,religious,tempera
29769-portlady.jpg,Joseph-Denis ODEVAERE,flemish,oil,1801-1850,portrait,oil
17779-508goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,portrait,oil
40909-04adora2.jpg,Flemish UNKNOWN MASTER,flemish,oil,1501-1550,religious,oil
20074-10granid.jpg,Gerrit van HONTHORST,dutch,oil,1601-1650,mythological,oil
24280-scenes1.jpg,MARIOTTO DI NARDO,italian,tempera,1401-1450,religious,tempera
04010-golden3.jpg,Benedetto BEMBO,italian,fresco,1451-1500,mythological,fresco
34409-hopelove.jpg,John Francis RIGAUD,french,oil,1751-1800,mythological,oil
32418-bathers.jpg,Jan PREISLER,bohemian,oil,1851-1900,other,oil
35838-valkhof.jpg,Salomon van RUYSDAEL,dutch,oil,1601-1650,landscape,oil
35707-jewish.jpg,Jacob Isaackszon van RUISDAEL,dutch,oil,1651-1700,landscape,oil
35115-portwife.jpg,Salvator ROSA,italian,oil,1601-1650,portrait,oil
19997-5zrinyi.jpg,Simon HOLLÓSY,hungarian,oil,1851-1900,historical,oil
32980-02inghir.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,portrait,oil
26043-13nocel1.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
05629-adoratio.jpg,Raffaello BOTTICINI,italian,tempera,1501-1550,religious,tempera
20249-lawyer.jpg,Thomas HUDSON,english,oil,1701-1750,portrait,oil
24879-franc28.jpg,MASTER of Saint Cecilia,italian,fresco,1301-1350,religious,fresco
12375-hagar.jpg,Karel DUJARDIN,dutch,oil,1651-1700,religious,oil
14773-marriage.jpg,Bernardino GALLIARI,italian,oil,1751-1800,mythological,oil
20740-restdian.jpg,Jacob JORDAENS,flemish,oil,1651-1700,mythological,oil
03986-bello214.jpg,Bernardo BELLOTTO,italian,oil,1751-1800,landscape,oil
05104-1peasant.jpg,Vladimir Lukich BOROVIKOVSKY,russian,oil,1751-1800,portrait,oil
11505-flowers1.jpg,Diego Valentín DÍAZ,spanish,oil,1601-1650,still-life,oil
36704-esthermo.jpg,Aelbert Jansz. van der SCHOOR,dutch,oil,1601-1650,mythological,oil
38203-interior.jpg,Abraham van STRIJ I,dutch,oil,1751-1800,interior,oil
36771-lochorsx.jpg,Jan van SCOREL,dutch,oil,1501-1550,religious,oil
05018-tailors.jpg,BONIFACIO VERONESE,italian,oil,1501-1550,religious,oil
16412-baptis0.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
44440-eruption.jpg,Michael WUTKY,austrian,oil,1751-1800,landscape,oil
13240-classica.jpg,Jacob ESSELENS,dutch,oil,1651-1700,landscape,oil
04117-l_evenin.jpg,Nicolaes BERCHEM,dutch,oil,1651-1700,landscape,oil
16558-ognissa2.jpg,GIOVANNI DA MILANO,italian,tempera,1301-1350,religious,tempera
09069-holyfami.jpg,Cornelis van CLEVE,flemish,oil,1551-1600,religious,oil
19698-prince.jpg,Thomas HICKEY,irish,oil,1751-1800,portrait,oil
37584-portra_y.jpg,Andrea SOLARIO,italian,oil,1501-1550,portrait,oil
22359-samsonde.jpg,Jan LIEVENS,dutch,oil,1601-1650,mythological,oil
34304-maruce04.jpg,Sebastiano RICCI,italian,fresco,1701-1750,mythological,fresco
04627-cabinet.jpg,Giuseppe Bernardino BISON,italian,oil,1801-1850,genre,oil
13727-rosso1.jpg,Gregorio de FERRARI,italian,fresco,1651-1700,mythological,fresco
31879-y_woman1.jpg,Antonio del POLLAIUOLO,italian,oil,1451-1500,portrait,oil
26017-08sorrow.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
38924-05berga1.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,religious,fresco
18818-turkish4.jpg,Gianantonio GUARDI,italian,oil,1701-1750,genre,oil
08981-021medit.jpg,CLAUDE LORRAIN,french,oil,1651-1700,landscape,oil
26217-1altar.jpg,MENEGHELLO di Giovanni de' Canali,italian,tempera,1401-1450,religious,tempera
16362-15figure.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
31365-frederik.jpg,Carl Gustaf PILO,swedish,oil,1701-1750,portrait,oil
32758-02solly.jpg,RAFFAELLO Sanzio,italian,oil,1501-1550,religious,oil
44574-p_family.jpg,Cornelis de ZEEUW,flemish,oil,1551-1600,portrait,oil
20288-portrait.jpg,David Pierre Giottino HUMBERT DE SUPERVILLE,dutch,oil,1801-1850,portrait,oil
32514-crucifi2.jpg,Jan PROVOST,flemish,oil,1501-1550,religious,oil
24745-wencesl3.jpg,MASTER of Eggenburg,austrian,oil,1451-1500,religious,oil
09644-achilles.jpg,Juan de la CORTE,spanish,oil,1601-1650,mythological,oil
16399-joachi4.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
26739-02_2sp1.jpg,MICHELANGELO Buonarroti,italian,fresco,1501-1550,religious,fresco
06626-goldenta.jpg,Jan the Elder BRUEGHEL,flemish,oil,1551-1600,still-life,oil
44288-pozzuoli.jpg,Caspar Andriaans van WITTEL,dutch,oil,1651-1700,landscape,oil
42793-3luke.jpg,Paolo VERONESE,italian,oil,1551-1600,religious,oil
36032-processi.jpg,Anthonis SALLAERT,flemish,oil,1601-1650,religious,oil
36294-wom_veil.jpg,Jean-Baptiste SANTERRE,french,oil,1651-1700,portrait,oil
32341-09ignazi.jpg,Andrea POZZO,italian,fresco,1651-1700,religious,fresco
13572-0view3.jpg,Giovanni Antonio FASOLO,italian,fresco,1551-1600,mythological,fresco
28534-3variou3.jpg,Claude MONET,french,oil,1851-1900,portrait,oil
10062-peasants.jpg,Josse van CRAESBEECK,flemish,oil,1601-1650,genre,oil
20733-fertilit.jpg,Jacob JORDAENS,flemish,oil,1651-1700,mythological,oil
09672-2venere2.jpg,Pietro da CORTONA,italian,fresco,1601-1650,mythological,fresco
37703-aeneas.jpg,Lionello SPADA,italian,oil,1601-1650,mythological,oil
24826-kladsko.jpg,MASTER of Hohenfurth,bohemian,tempera,1351-1400,religious,tempera
32203-08venus.jpg,Nicolas POUSSIN,french,oil,1601-1650,mythological,oil
33349-selfport.jpg,Nicolas RÉGNIER,french,oil,1601-1650,portrait,oil
09102-dance2.jpg,Marten van I CLEVE,flemish,oil,1551-1600,genre,oil
05805-3resurre.jpg,Dieric the Elder BOUTS,netherlandish,tempera,1451-1500,religious,tempera
29797-landscap.jpg,Balthazar Paul OMMEGANCK,flemish,oil,1751-1800,landscape,oil
35528-00allego.jpg,Peter Paul RUBENS,flemish,oil,1601-1650,mythological,oil
08665-18servan.jpg,Jean-Baptiste-Siméon CHARDIN,french,oil,1701-1750,genre,oil
43626-landconv.jpg,Sebastian VRANCX,flemish,oil,1601-1650,landscape,oil
40387-3crucifi.jpg,Paolo UCCELLO,italian,tempera,1401-1450,religious,tempera
25987-02last0.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
39653-01adamev.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
07120-ascensio.jpg,Giulio CAMPI,italian,fresco,1501-1550,religious,fresco
39561-01rustic.jpg,TIZIANO Vecellio,italian,oil,1501-1550,landscape,oil
25031-diana.jpg,MASTER of the Fontainebleau School,french,oil,1551-1600,mythological,oil
14133-01psyche.jpg,Jean-Honoré FRAGONARD,french,oil,1751-1800,mythological,oil
00574-022god.jpg,ANDREA DEL CASTAGNO,italian,fresco,1401-1450,religious,fresco
13852-salzburg.jpg,Johann FISCHBACH,german,oil,1801-1850,landscape,oil
30587-river_la.jpg,Gillis I PEETERS,flemish,oil,1601-1650,landscape,oil
38097-elements.jpg,Sébastien STOSKOPFF,french,oil,1601-1650,still-life,oil
00019-abbati2.jpg,Giuseppe ABBATI,italian,oil,1851-1900,landscape,oil
32654-lamberg.jpg,Martin Ferdinand QUADAL,other,oil,1751-1800,portrait,oil
28797-decorat1.jpg,Jacob MORE,scottish,oil,1751-1800,mythological,oil
44718-scenes.jpg,Federico ZUCCARO,italian,fresco,1551-1600,genre,fresco
07841-02prese.jpg,Vittore CARPACCIO,italian,tempera,1501-1550,religious,tempera
39189-boorseat.jpg,Gillis van TILBORGH,flemish,oil,1651-1700,genre,oil
13009-genoese2.jpg,Sir Anthony van DYCK,flemish,oil,1601-1650,portrait,oil
15888-medici15.jpg,Luca GIORDANO,italian,oil,1651-1700,mythological,oil
32511-coronat.jpg,Jan PROVOST,flemish,oil,1501-1550,religious,oil
31352-landwash.jpg,Jean-Baptiste PILLEMENT,french,oil,1751-1800,landscape,oil
13662-stpeter.jpg,Vasco FERNANDES,portuguese,oil,1501-1550,religious,oil
36027-2boyflas.jpg,Tommaso SALINI,italian,oil,1601-1650,genre,oil
41490-1view11.jpg,Italian UNKNOWN MASTER,italian,fresco,1451-1500,mythological,fresco
22338-zcrucifi.jpg,Josse LIEFERINXE,french,oil,1451-1500,religious,oil
18145-stillife.jpg,Willem GRASDORP,dutch,oil,1701-1750,still-life,oil
29772-canaland.jpg,Hendrick ten OEVER,dutch,oil,1651-1700,landscape,oil
15867-perseus.jpg,Luca GIORDANO,italian,oil,1651-1700,mythological,oil
31894-altar_3s.jpg,Piero del POLLAIUOLO,italian,tempera,1451-1500,religious,tempera
29145-mountain.jpg,Frederick de MOUCHERON,dutch,oil,1651-1700,landscape,oil
39943-1deesis2.jpg,Jacopo TORRITI,italian,fresco,1251-1300,religious,fresco
39665-04madonn.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
43140-jacob_jo.jpg,Jan VICTORS,dutch,oil,1651-1700,religious,oil
30215-3orio1.jpg,PALMA GIOVANE,italian,oil,1551-1600,religious,oil
10726-winterla.jpg,Dirck III DALENS,dutch,oil,1701-1750,landscape,oil
24600-st_john4.jpg,Quentin MASSYS,flemish,oil,1451-1500,religious,oil
24533-04olona.jpg,MASOLINO da Panicale,italian,fresco,1401-1450,religious,fresco
13496-zodiac01.jpg,Giovanni Maria FALCONETTO,italian,fresco,1501-1550,mythological,fresco
21352-prodigal.jpg,Christoffel Jacobsz van der LAEMEN,flemish,oil,1601-1650,religious,oil
43083-battle.jpg,Abraham de VERWER,dutch,oil,1601-1650,historical,oil
24518-03clemen.jpg,MASOLINO da Panicale,italian,fresco,1401-1450,religious,fresco
20450-disobedi.jpg,Lambert JACOBSZ.,dutch,oil,1601-1650,religious,oil
26274-09menzel.jpg,Adolph von MENZEL,german,oil,1851-1900,historical,oil
06914-rainshow.jpg,Heinrich BÜRKEL,german,oil,1801-1850,landscape,oil
39805-05charle.jpg,TIZIANO Vecellio,italian,oil,1501-1550,portrait,oil
42926-5wall1.jpg,Paolo VERONESE,italian,fresco,1551-1600,other,fresco
16127-chris07.jpg,GIOTTO di Bondone,italian,fresco,1301-1350,religious,fresco
00671-baptist1.jpg,ANDREA DEL SARTO,italian,oil,1501-1550,religious,oil
14825-ascensio.jpg,GAROFALO,italian,oil,1501-1550,religious,oil
08916-panel2.jpg,CIMABUE,italian,tempera,1251-1300,religious,tempera
05990-bacchus.jpg,Jan de BRAY,dutch,oil,1651-1700,mythological,oil
30616-st_roch.jpg,Girolamo PELLEGRINI,italian,fresco,1651-1700,religious,fresco
23447-catherin.jpg,Bernardino LUINI,italian,oil,1501-1550,religious,oil
18852-assumpti.jpg,GUERCINO,italian,oil,1601-1650,religious,oil
23679-adoratio.jpg,Bastiano MAINARDI,italian,tempera,1451-1500,religious,tempera
20096-23hooch.jpg,Pieter de HOOCH,dutch,oil,1651-1700,portrait,oil
24060-2sposi10.jpg,Andrea MANTEGNA,italian,oil,1451-1500,historical,oil
04480-victory.jpg,Giovanni Carlo BEVILACQUA,italian,fresco,1801-1850,mythological,fresco
23616-christse.jpg,Alessandro MAGNASCO,italian,oil,1701-1750,religious,oil
41413-19panel.jpg,Italian UNKNOWN MASTER,italian,tempera,1351-1400,religious,tempera
41495-2scene01.jpg,Italian UNKNOWN MASTER,italian,fresco,1451-1500,mythological,fresco
44722-farnese2.jpg,Taddeo ZUCCARO,italian,fresco,1551-1600,historical,fresco
15265-1030geri.jpg,Théodore GÉRICAULT,french,oil,1801-1850,other,oil
20789-lazarus1.jpg,JUAN DE FLANDES,spanish,oil,1501-1550,religious,oil
04070-lamentat.jpg,Ambrosius BENSON,flemish,oil,1501-1550,religious,oil
33935-atalantb.jpg,Guido RENI,italian,oil,1601-1650,mythological,oil
39624-3entombm.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
25287-08vac.jpg,Franz Anton MAULBERTSCH,austrian,fresco,1751-1800,religious,fresco
03319-portwoma.jpg,BARTOLOMEO VENETO,italian,tempera,1501-1550,portrait,tempera
23029-saints2.jpg,LORENTINO D'AREZZO,italian,fresco,1451-1500,religious,fresco
37806-manett07.jpg,SPINELLO ARETINO,italian,fresco,1351-1400,religious,fresco
03861-137alle4.jpg,Giovanni BELLINI,italian,oil,1451-1500,mythological,oil
12401-franklin.jpg,Joseph-Siffred DUPLESSIS,french,oil,1751-1800,portrait,oil
21461-cinderel.jpg,Charles LANDSEER,english,oil,1801-1850,mythological,oil
21291-regency.jpg,Laurent de LA HIRE,french,oil,1601-1650,mythological,oil
11478-davidson.jpg,Eug?ne-François-Marie-Joseph DEVÉRIA,french,oil,1801-1850,portrait,oil
26678-00_5bn2.jpg,MICHELANGELO Buonarroti,italian,fresco,1501-1550,religious,fresco
04636-birdland.jpg,Abraham BISSCHOP,dutch,oil,1701-1750,landscape,oil
00027-andria2.jpg,Nicolai ABILDGAARD,danish,oil,1751-1800,mythological,oil
18767-guard308.jpg,Francesco GUARDI,italian,oil,1751-1800,landscape,oil
33472-06mythom.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,mythological,oil
23606-girl_dog.jpg,Domenico MAGGIOTTO,italian,oil,1751-1800,portrait,oil
36578-deathfoi.jpg,Ary SCHEFFER,dutch,oil,1801-1850,historical,oil
37273-madonna.jpg,SIMONE MARTINI,italian,fresco,1301-1350,religious,fresco
36465-tobias.jpg,Giovanni Girolamo SAVOLDO,italian,oil,1501-1550,religious,oil
16566-1north.jpg,GIOVANNI DA MILANO,italian,fresco,1301-1350,religious,fresco
03606-70holyfa.jpg,Domenico BECCAFUMI,italian,oil,1501-1550,religious,oil
19219-79seat_w.jpg,Frans HALS,dutch,oil,1601-1650,portrait,oil
18193-0102grec.jpg,El GRECO,spanish,tempera,1551-1600,religious,tempera
00226-ceiling.jpg,Giovanni ALBERTI,italian,fresco,1551-1600,mythological,fresco
16901-harbour.jpg,Norbert GOENEUTTE,french,oil,1851-1900,landscape,oil
35354-carrot.jpg,Willem Frederik van ROYEN,dutch,oil,1651-1700,other,oil
26293-ulmerdog.jpg,Johann Christof MERCK,german,oil,1701-1750,genre,oil
23223-annunci.jpg,LORENZO VENEZIANO,italian,tempera,1351-1400,religious,tempera
32430-1valle2.jpg,Mattia PRETI,italian,fresco,1651-1700,religious,fresco
24002-zeno06.jpg,Andrea MANTEGNA,italian,tempera,1451-1500,religious,tempera
44177-coastal1.jpg,Adam WILLAERTS,dutch,oil,1601-1650,landscape,oil
42700-landbath.jpg,Claude-Joseph VERNET,french,oil,1751-1800,landscape,oil
44519-abraham.jpg,Antonio ZANCHI,italian,oil,1651-1700,religious,oil
11423-papadop1.jpg,Giovanni DEMIN,italian,fresco,1801-1850,mythological,fresco
33647-06landsc.jpg,REMBRANDT Harmenszoon van Rijn,dutch,oil,1601-1650,landscape,oil
00821-panel2.jpg,Fra ANGELICO,italian,tempera,1401-1450,religious,tempera
40240-rovere_5.jpg,Cosm? TURA,italian,oil,1451-1500,religious,oil
06596-5sense3.jpg,Jan the Elder BRUEGHEL,flemish,oil,1551-1600,mythological,oil
06462-09death.jpg,Pieter the Elder BRUEGEL,netherlandish,oil,1501-1550,religious,oil
36806-doria_a.jpg,SEBASTIANO DEL PIOMBO,italian,oil,1501-1550,portrait,oil
37868-poplars.jpg,Jan STANIS?AWSKI,polish,oil,1851-1900,landscape,oil
39825-3vasto.jpg,TIZIANO Vecellio,italian,oil,1501-1550,historical,oil
30011-ouderker.jpg,Isaak OUWATER,dutch,oil,1751-1800,landscape,oil
29934-violinis.jpg,Adriaen Jansz. van OSTADE,dutch,oil,1651-1700,genre,oil
41440-07galati.jpg,Italian UNKNOWN MASTER,italian,fresco,1401-1450,religious,fresco
32921-0view.jpg,RAFFAELLO Sanzio,italian,fresco,1501-1550,other,fresco
41373-06arena3.jpg,Italian UNKNOWN MASTER,italian,fresco,1301-1350,religious,fresco
03645-skating.jpg,Anthonie BEERSTRATEN,flemish,oil,1651-1700,landscape,oil
16684-philpaul.jpg,GIOVANNI FRANCESCO DA RIMINI,italian,tempera,1451-1500,religious,tempera
09322-dianahun.jpg,Nicolas COLOMBEL,french,oil,1651-1700,mythological,oil
39172-10valma.jpg,Giovanni Domenico TIEPOLO,italian,fresco,1751-1800,genre,fresco
19554-umbrella.jpg,Paul-César HELLEU,french,oil,1851-1900,portrait,oil
11386-loggia.jpg,Dirck van DELEN,dutch,oil,1601-1650,interior,oil
08284-mocking.jpg,Giacomo CAVEDONE,italian,oil,1601-1650,religious,oil
08446-stillhen.jpg,Giacomo CERUTI,italian,oil,1701-1750,still-life,oil
29640-landscap.jpg,Willem van NIEULANDT the Younger,dutch,oil,1601-1650,landscape,oil
13253-end_vill.jpg,Allaert van EVERDINGEN,dutch,oil,1651-1700,landscape,oil
23538-storm.jpg,William MACTAGGART,scottish,oil,1851-1900,landscape,oil
10770-solomon.jpg,Pietro DANDINI,italian,oil,1651-1700,religious,oil
32273-02xavier.jpg,Nicolas POUSSIN,french,oil,1601-1650,religious,oil
31745-08figure.jpg,Camille PISSARRO,french,oil,1851-1900,genre,oil
10439-certosa.jpg,Daniele CRESPI,italian,fresco,1601-1650,interior,fresco
43569-viewtown.jpg,Daniel VOSMAER,dutch,oil,1651-1700,landscape,oil
37471-f_basket.jpg,Frans SNYDERS,flemish,oil,1601-1650,still-life,oil
12481-09dresd1.jpg,Albrecht DÜRER,german,oil,1501-1550,religious,oil
42238-0307vela.jpg,Diego Rodriguez de Silva y VELÁZQUEZ,spanish,oil,1601-1650,religious,oil
23265-08jerome.jpg,Lorenzo LOTTO,italian,oil,1501-1550,religious,oil
29404-psyche.jpg,Charles-Joseph NATOIRE,french,fresco,1701-1750,mythological,fresco
16872-5east.jpg,GIUSTO de' Menabuoi,italian,fresco,1351-1400,religious,fresco
30528-concert2.jpg,Jean Baptiste Joseph PATER,french,oil,1701-1750,genre,oil
38844-2scene4.jpg,Pellegrino TIBALDI,italian,fresco,1551-1600,mythological,fresco
17746-314goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,portrait,oil
06972-death_c.jpg,Guido CAGNACCI,italian,oil,1651-1700,mythological,oil
41972-aracoeli.jpg,Pierre-Henri de VALENCIENNES,french,oil,1751-1800,landscape,oil
34991-13clemen.jpg,Italian ROMANESQUE PAINTER,italian,fresco,1051-1100,religious,fresco
30267-virgin_c.jpg,PALMA VECCHIO,italian,oil,1501-1550,religious,oil
11649-3doctor1.jpg,DOMENICHINO,italian,fresco,1601-1650,religious,fresco
30275-1nichola.jpg,PALMERINO DI GUIDO,italian,fresco,1301-1350,religious,fresco
39615-4isaac.jpg,TIZIANO Vecellio,italian,oil,1501-1550,religious,oil
23524-virgin_s.jpg,Pedro MACHUCA,spanish,oil,1501-1550,religious,oil
23257-03rossi2.jpg,Lorenzo LOTTO,italian,oil,1501-1550,mythological,oil
15475-2ogniss.jpg,Domenico GHIRLANDAIO,italian,fresco,1451-1500,religious,fresco
26079-24blessi.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
17944-view_hax.jpg,Jan van GOYEN,dutch,oil,1601-1650,landscape,oil
17791-610goya.jpg,Francisco de GOYA Y LUCIENTES,spanish,oil,1801-1850,mythological,oil
00091-hunting.jpg,Willem van AELST,dutch,oil,1651-1700,still-life,oil
03344-samson_d.jpg,Willem BARTSIUS,dutch,oil,1601-1650,mythological,oil
09302-vanitas8.jpg,Edwart COLLIER,dutch,oil,1651-1700,still-life,oil
26087-24nojov4.jpg,Hans MEMLING,flemish,oil,1451-1500,religious,oil
32499-mysticma.jpg,Giulio Cesare PROCACCINI,italian,oil,1601-1650,religious,oil
03316-playlute.jpg,BARTOLOMEO VENETO,italian,oil,1501-1550,genre,oil
28475-mountain.jpg,Joos de MOMPER,flemish,oil,1601-1650,landscape,oil
39046-3ariost11.jpg,Giovanni Battista TIEPOLO,italian,fresco,1701-1750,interior,fresco
13090-jeroboam.jpg,Gerbrand van den EECKHOUT,dutch,oil,1651-1700,religious,oil
43074-monaster.jpg,Martin VERSTAPPEN,belgian,oil,1801-1850,landscape,oil
17934-country.jpg,Jan van GOYEN,dutch,oil,1601-1650,landscape,oil
42276-0610vela.jpg,Diego Rodriguez de Silva y VELÁZQUEZ,spanish,oil,1601-1650,mythological,oil
09747-grif_06.jpg,Francesco del COSSA,italian,oil,1451-1500,religious,oil
07408-pepoli.jpg,Domenico Maria CANUTI,italian,fresco,1651-1700,interior,fresco
24014-zeno3p.jpg,Andrea MANTEGNA,italian,tempera,1451-1500,religious,tempera
