Index,model,dataset,image,image_path,img_url,true_artist,true_genre,true_style,true_school,true_technique,true_technique_macro,true_historical_period,true_wol_linear_vs_painterly,true_wol_plane_vs_recession,true_wol_closed_vs_open_form,true_wol_multiplicity_vs_unity,true_wol_absolute_vs_relative_clarity,pred_artist_1,pred_artist_2,pred_artist_3,pred_genre,pred_style,pred_technique,pred_school,pred_historical_period,pred_wol_linear_vs_painterly,pred_wol_plane_vs_recession,pred_wol_closed_vs_open_form,pred_wol_multiplicity_vs_unity,pred_wol_absolute_vs_relative_clarity,pred_short_description
2593,claude,waga,598,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3720_woman-drinking-with-soldiers-1658.jpg!Blog.jpg,,,,,,,,3.6,3.0,3.4,2.4,4.2,Pieter de Hooch,Johannes Vermeer,Gabriel Metsu,interior,Realism,oil,dutch,1651-1700,2,4,3,4,2,"A domestic interior scene depicting a woman being fitted or dressed by attendants in a modest Dutch home. Warm light streams through a window, illuminating figures in period clothing. A small dog rests on the wooden floor. The composition demonstrates careful spatial recession and intimate domestic narrative typical of 17th-century Dutch genre painting."
2594,claude,waga,599,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3727_abisag-1650.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.0,2.2,1.2,Francisco Goya,Bartolomé Bermejo,Pedro Berruguete,religious,Baroque,oil,spanish,1651-1700,3,2,2,4,2,A standing female saint in red and blue robes holds a palm frond and gestures upward. She wears ornate armor-like garments and is depicted against a neutral background with cherubs below. The composition emphasizes vertical alignment and spiritual elevation characteristic of Spanish Baroque religious portraiture.
2595,claude,waga,600,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/372_figure-study-1465.jpg!Blog.jpg,,,,,,,,3.4,2.0,2.4,2.4,1.6,Michelangelo,Raphael,Leonardo da Vinci,study,Renaissance,drawing,italian,1501-1550,2,3,2,4,2,"A preparatory drawing of a draped male figure in classical pose, rendered with careful attention to fabric folds and anatomical structure. The figure wears flowing robes and appears to be in a contrapposto stance, characteristic of High Renaissance figure studies."
2596,claude,waga,601,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/373_the-arrest-for-theft-1735.jpg!Blog.jpg,,,,,,,,4.6,2.2,4.8,4.6,4.0,William Hogarth,Thomas Rowlandson,James Gillray,genre,Realism,oil,english,1751-1800,3,4,4,2,2,"An 18th-century satirical scene depicting a public gathering or street performance. Multiple figures interact in an urban setting with architectural elements. The composition shows social commentary typical of English narrative painting, with detailed characterization and theatrical staging of everyday life."
2597,claude,waga,602,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/374_head-of-a-woman-1452.jpg!Blog.jpg,,,,,,,,3.0,1.8,2.2,3.0,1.2,Leonardo da Vinci,Raphael,Michelangelo,portrait,Renaissance,drawing,italian,1501-1550,2,3,2,4,2,"A Renaissance portrait drawing of a young woman in three-quarter view, rendered in chalk or charcoal on toned paper. She wears her hair braided and wrapped, with delicate facial features and a serene expression. The technique demonstrates masterful modeling of form through subtle tonal gradations."
2598,claude,waga,603,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3754_music-painting-and-decoration-of-a-piano-1920.jpg!Blog.jpg,,,,,,,,4.4,4.2,4.2,2.8,3.6,Unknown,Unknown,Unknown,mythological,Asian Traditional,tempera,other,1301-1350,3,2,2,2,3,"A decorative panel featuring ornate scrollwork and mythological figures rendered in gold leaf and muted earth tones. The composition displays intricate botanical and figural motifs arranged across a dark background, characteristic of East Asian decorative arts traditions."
2599,claude,waga,604,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3791_portrait-of-ivan-aleksandrovich-goncharov-1874.jpg!Blog.jpg,,,,,,,,3.0,1.6,2.2,3.4,1.2,Vasily Perov,Ivan Kramskoy,Ilya Repin,portrait,Realism,oil,russian,1851-1900,3,3,2,4,2,"A formal portrait of a bearded gentleman in dark formal attire with white shirt front, seated against a deep teal background. The subject displays a contemplative expression, with one hand resting on his lap. The painting demonstrates careful attention to facial features and fabric textures characteristic of 19th-century Russian portraiture."
2600,claude,waga,605,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3811_sadko-design-for-the-scene-decoration-1930.jpg!Blog.jpg,,,,,,,,3.0,3.2,3.4,3.0,3.4,Anselm Kiefer,Antti Favén,Gerhard Richter,interior,Expressionism,mixed media,german,1851-1900,4,4,4,3,4,"An atmospheric interior space with wooden beams and architectural elements. The composition features layered textures, weathered surfaces, and atmospheric perspective creating depth. Asian characters visible on signage suggest an East Asian setting. The muted color palette and aged appearance convey historical or nostalgic qualities."
2601,claude,waga,606,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3816_the-church-of-st-severin-in-cologne-in-a-fictive-setting-1672.jpg!Blog.jpg,,,,,,,,3.0,2.4,5.0,3.0,5.0,Jan van der Heyden,Meindert Hobbema,Albert Cuyp,landscape,Realism,oil,dutch,1651-1700,2,4,2,3,2,"A Dutch Golden Age landscape depicting a fortified castle or town with multiple towers and defensive walls beside a waterway. Trees frame the composition on both sides, with figures visible in the foreground. The sky features soft, luminous clouds characteristic of Northern European landscape painting."
2602,claude,waga,607,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3817_the-farm-1666.jpg!Blog.jpg,,,,,,,,4.2,3.2,4.6,3.8,4.8,Meindert Hobbema,Jacob van Ruisdael,Albert Cuyp,landscape,Naturalism / Luminism / Tonalism,oil,dutch,1651-1700,4,5,4,4,4,"A serene landscape featuring a tree-lined avenue with figures and animals in the foreground. Tall trees frame both sides of a path leading toward a distant building. The composition demonstrates atmospheric perspective with soft, luminous sky and carefully rendered foliage characteristic of Dutch Golden Age landscape painting."
2603,claude,waga,608,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/382_susanna-and-the-elders-1620.jpg!Blog.jpg,,,,,,,,4.2,3.6,3.2,3.0,3.2,Bartolomé Bermejo,Pedro Berruguete,Juan de Flandes,religious,Renaissance,oil,spanish,1451-1500,2,3,2,4,2,"Two elderly male figures in red robes gesture toward a partially draped female nude figure against a dark background. The composition demonstrates Renaissance figural modeling with careful attention to drapery, flesh tones, and spatial arrangement. The intimate scale and religious subject matter suggest a devotional work."
2604,claude,waga,609,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3838_artist-s-model-from-the-back-1906.jpg!Blog.jpg,,,,,,,,3.0,1.8,2.0,1.4,1.2,Egon Schiele,Oskar Kokoschka,Gustav Klimt,study,Expressionism,drawing,austrian,1851-1900,2,2,4,4,4,"A figure study depicting a nude female form viewed from behind, rendered with expressive linear contours and warm ochre wash. The composition emphasizes elongated proportions and gestural line work characteristic of early 20th-century Austrian Expressionism, with minimal background detail."
2605,claude,waga,610,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3857_christ-s-baptism-1696.jpg!Blog.jpg,,,,,,,,3.4,3.6,2.8,1.8,2.8,Unknown Byzantine Master,Coptic School Artist,Early Christian Icon Painter,religious,Medieval,tempera,greek,0601-0650,2,2,1,4,2,"Byzantine icon depicting the baptism of Christ. Saint John the Baptist stands left, gesturing toward a partially nude Christ figure in water. A dove descends from radiating light above, symbolizing the Holy Spirit. Gold background with Greek inscriptions. Characteristic Byzantine formal composition and spiritual iconography."
2606,claude,waga,611,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/385_the-crucifixion-1460.jpg!Blog.jpg,,,,,,,,3.0,2.8,2.0,3.2,4.4,Rogier van der Weyden,Bartolomé Bermejo,Hugo van der Goes,religious,Renaissance,oil,flemish,1451-1500,2,3,2,2,2,"A Crucifixion scene depicting Christ on the central cross flanked by two thieves. A large crowd of figures in period dress surrounds the crosses, including soldiers, clergy, and mourners. The composition uses gold background with detailed landscape elements and demonstrates Northern Renaissance religious iconography."
2607,claude,waga,612,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3863_icon-of-the-mother-of-god-from-the-maniava-hermitage-iconostasis-1705.jpg!Blog.jpg,,,,,,,,4.0,1.6,1.4,2.8,1.8,Unknown Byzantine Master,Theophanes the Greek,Andrei Rublev,religious,Medieval,tempera,greek,1301-1350,2,2,1,4,2,"Byzantine icon depicting the Virgin Mary holding the Christ Child. Both figures have gold halos and wear richly colored robes. The composition is frontal and symmetrical, set against a gold background with decorative border. The style is characteristic of Eastern Orthodox iconography from the late medieval period."
2608,claude,waga,613,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3863_romania-breaking-off-her-chains-on-the-field-of-liberty-1849.jpg!Blog.jpg,,,,,,,,4.2,2.0,2.0,3.0,1.0,Elisabeth Vigée Le Brun,Jacques-Louis David,Jean-Baptiste-Camille Corot,mythological,Neoclassicism / Classicism,oil,french,1751-1800,2,4,4,4,2,"A classical female figure in draped white and orange garments stands against a dark background, gesturing upward toward golden light. She holds a staff or torch, suggesting an allegorical or mythological subject. The dramatic chiaroscuro and neoclassical composition evoke enlightenment ideals."
2609,claude,waga,614,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/386_rise-and-fall-1799.jpg!Blog.jpg,,,,,,,,4.2,4.4,3.8,3.8,3.6,Francisco Goya,Bartolomé Bermejo,Diego Velázquez,mythological,Romanticism,drawing,spanish,1801-1850,4,4,4,3,4,"A dramatic etching depicting a supernatural or mythological scene with a demonic or witchlike figure hovering above prone human forms. The composition features dynamic movement, dark tonal contrasts, and expressive linework characteristic of late 18th-century Spanish printmaking."
2610,claude,waga,615,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3871_battle-of-gangut-june-27-1714-1715.jpg!Blog.jpg,,,,,,,,3.0,3.8,3.4,4.0,5.0,Hans Burgkmair,Albrecht Dürer,Lucas Cranach the Elder,historical,Renaissance,drawing,german,1501-1550,2,4,4,2,2,A detailed engraving depicting a naval battle scene with multiple sailing vessels engaged in combat. Numerous ships with billowing sails and smoke from cannon fire fill the composition. Soldiers and crew members are visible on the vessels. The scene conveys dynamic movement and military action on water.
2611,claude,waga,616,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3872_boat-of-peter-i-1722.jpg!Blog.jpg,,,,,,,,1.8,1.6,1.6,2.6,4.4,Matteo Pagan,Cesare Vecellio,Unknown Venetian engraver,historical,Academic / Traditional,drawing,italian,1551-1600,1,2,2,3,1,Technical maritime illustration showing detailed cross-sections and side views of Venetian galleys with multiple masts and sails. Includes architectural diagrams and measurements. Rendered in precise linear style typical of Renaissance naval documentation and engineering drawings.
2612,claude,waga,617,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3875_portrait-of-i-m-golovin-1720.jpg!Blog.jpg,,,,,,,,2.4,2.0,2.6,2.0,2.6,Frederic Shields,William Blake,John Martin,study,Academic / Traditional,drawing,english,1651-1700,1,1,1,2,1,"An engraved technical study sheet featuring a central portrait of a long-haired figure surrounded by detailed architectural and structural diagrams. The composition includes ship hull designs, curved architectural elements, crosses, and various geometric patterns arranged systematically around the portrait, suggesting naval or architectural documentation."
2613,claude,waga,618,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_addition-vii-1958.jpg!Blog.jpg,,,,,,,,4.6,2.6,3.8,2.6,3.8,Barnett Newman,Mark Rothko,Clyfford Still,other,Abstract (large family),oil,american,1851-1900,5,1,5,4,4,"Vertical color field composition featuring bold stripes in black, teal, red, blue, and cream. The bands are separated by thin white lines, creating a rhythmic pattern. Soft edges and gestural brushwork characterize the abstract expressionist work with emphasis on pure color relationships."
2614,claude,waga,619,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_gabrielle-navarra-1979.jpg!Blog.jpg,,,,,,,,3.0,3.6,3.2,2.0,1.2,Andy Warhol,Roy Lichtenstein,James Rosenquist,portrait,Pop / Dada / Postmodern,oil,american,1851-1900,2,2,4,4,2,"A portrait of a man in formal attire with a red tie, rendered in bold, flat colors characteristic of Pop Art. The composition features simplified forms with strong outlines, set against an abstract background of red, blue, and green brushstrokes. The style emphasizes graphic simplicity and commercial art aesthetics."
2615,claude,waga,620,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_the-emperor-charles-iv-and-the-dignitaries-of-paris-1460.jpg!Blog.jpg,,,,,,,,2.4,2.8,2.4,2.2,4.4,Jean Fouquet,Limbourg Brothers,Rogier van der Weyden,historical,Medieval,tempera,flemish,1451-1500,2,3,2,3,2,"A medieval manuscript illumination depicting a noble procession or diplomatic scene. Figures in rich period dress gather around a white horse in a landscape setting. The composition features detailed architectural elements, rolling hills, and careful attention to textile patterns and courtly attire characteristic of 15th-century Flemish art."
2616,claude,waga,621,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3901_a-malorossian-hetman-probably-pavlo-polubotok-1720.jpg!Blog.jpg,,,,,,,,4.4,2.0,1.8,2.6,1.8,Francisco Goya,Vicente López,Bartolomé Bermejo,portrait,Realism,oil,spanish,1801-1850,4,4,2,4,4,"Portrait of a middle-aged man wearing a dark coat with ornate gold embroidered buttons and a red collar, set against a dark background. The subject has a direct gaze and receding hairline, rendered with careful attention to facial features and fabric textures in a naturalistic style."
2617,claude,waga,622,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3908_south-of-france-palma-1908.jpg,,,,,,,,4.0,3.8,4.0,4.0,4.8,Edvard Munch,Egon Schiele,Oskar Kokoschka,landscape,Expressionism,oil,norwegian,1851-1900,5,4,4,2,4,"A landscape depicting a figure working in a field beneath dramatic, swirling vegetation. The composition features expressive brushwork with agitated green foliage dominating the upper portion, a winding path, and earthy tones. The style emphasizes emotional intensity through distorted forms and dynamic movement."
2618,claude,waga,623,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3909_peter-i-on-his-deathbed-1725.jpg!Blog.jpg,,,,,,,,5.0,3.2,2.6,3.4,2.0,Francisco Goya,Diego Velázquez,Bartolomé Bermejo,portrait,Romanticism,oil,spanish,1801-1850,4,4,4,4,4,"A reclining male figure with dark hair and period clothing, rendered in muted earth tones and grays. The subject gazes upward with a contemplative expression, positioned against draped fabric. The loose, atmospheric brushwork and dramatic lighting create a romantic, introspective mood characteristic of early 19th-century portraiture."
2619,claude,waga,624,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_azul-1994.jpg,,,,,,,,4.4,3.0,4.8,2.6,4.6,Helen Frankenthaler,Joan Mitchell,Sam Francis,other,Abstract (large family),oil,american,1851-1900,5,4,5,4,5,"Abstract composition featuring bold gestural brushstrokes in deep blue and green tones. A cream-colored form anchors the lower center, while dark linear elements suggest movement across the upper portion. The work emphasizes color field and expressive mark-making characteristic of mid-20th century American abstraction."
2620,claude,waga,625,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_saint-gregory-1799.jpg!Blog.jpg,,,,,,,,4.6,3.0,2.4,3.0,1.0,Francisco Goya,Diego Velázquez,Bartolomé Bermejo,religious,Baroque,oil,spanish,1751-1800,4,4,2,4,4,"A religious figure in ornate ecclesiastical vestments reads from an open book. The subject wears a richly decorated golden cope and mitre, set against a dark background with dramatic chiaroscuro lighting. The painting emphasizes the figure's contemplative engagement with sacred text."
2621,claude,waga,626,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_the-funeral-of-the-virgin-1460.jpg!Blog.jpg,,,,,,,,4.4,3.0,1.6,2.2,4.6,Jean Fouquet,Limbourg Brothers,Barthelemy d'Eyck,religious,Medieval,tempera,french,1451-1500,2,2,2,3,2,"A medieval illuminated manuscript page depicting a religious scene with figures in rich blue and red robes gathered in a landscape. Golden rays emanate from the sky above. The composition shows a procession or gathering with architectural elements and mountains in the background, characteristic of 15th-century Franco-Flemish manuscript art."
2622,claude,waga,627,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3912_portrait-of-baron-s-g-stroganoff-1726.jpg!Blog.jpg,,,,,,,,4.2,3.2,2.6,3.4,1.2,Francisco Goya,Anton Raphael Mengs,Luis Paret y Alcázar,portrait,Baroque,oil,spanish,1751-1800,4,3,2,4,4,"A three-quarter length portrait of a young person wearing a rust-colored cape over dark clothing with a choker necklace. The figure is set against a dark brown background with soft, diffused lighting that creates a luminous quality around the face and shoulders."
2623,claude,waga,628,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3922_adoration-of-the-shepherds-adoration-of-the-magi-1755.jpg!Blog.jpg,,,,,,,,4.6,4.0,3.6,3.2,3.6,Luca Giordano,Peter Paul Rubens,Carlo Maratta,religious,Baroque,oil,italian,1651-1700,4,4,4,3,4,"A religious scene depicting the Presentation of Jesus at the Temple. Multiple figures in rich drapery gather within a classical columned interior. Angels appear above in celestial light. The composition demonstrates dynamic movement, warm golden tones, and dramatic atmospheric perspective characteristic of Baroque religious painting."
2624,claude,waga,629,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/392_the-penitent-magdalene-1635.jpg!Blog.jpg,,,,,,,,3.6,2.4,2.4,2.4,1.0,Bartolomé Bermejo,Pedro Berruguete,Juan de Flandes,religious,Renaissance,oil,spanish,1451-1500,2,2,2,4,2,"A young female saint gazes upward in devotion, wearing flowing drapery in muted tones. She holds a small cross and skull, attributes identifying her as a penitent saint. The composition features dramatic chiaroscuro lighting against a warm, dark background, characteristic of Northern European Renaissance religious portraiture."
2625,claude,waga,630,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3934_the-adoration-of-the-magi-1757.jpg!Blog.jpg,,,,,,,,3.0,4.4,4.2,4.0,4.8,"Panini, Giovanni Paolo","Bellotto, Bernardo","Canaletto, Antonio",architectural,Baroque,oil,italian,1701-1750,2,4,4,3,2,"A grand architectural capriccio featuring classical ruins with ornate columns and arches. Numerous figures in period dress gather beneath the monumental structure. The composition demonstrates sophisticated perspective with deep spatial recession, luminous sky, and warm golden tones characteristic of 18th-century vedute painting."
2626,claude,waga,631,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3938_view-of-the-colosseum-1747.jpg!Blog.jpg,,,,,,,,2.4,3.6,3.6,2.6,3.6,Canaletto,Bernardo Bellotto,Giovanni Paolo Panini,historical,Baroque,oil,italian,1701-1750,2,4,4,3,2,"A veduta depicting the Roman Colosseum and Arch of Constantine with staffage figures in the foreground. The composition shows classical ruins in a landscape setting with dramatic cloudy sky, characteristic of 18th-century architectural capriccio paintings emphasizing perspective and monumental antiquity."
2627,claude,waga,632,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3939_view-of-the-roman-forum-1747.jpg!Blog.jpg,,,,,,,,3.0,3.4,3.6,3.6,5.0,Canaletto,Bernardo Bellotto,Giovanni Antonio Canal,landscape,Neoclassicism / Classicism,oil,italian,1701-1750,2,4,4,3,2,A veduta depicting classical Roman ruins with architectural fragments in a sprawling landscape. Figures populate the foreground and middle ground. Cypress trees frame the composition on the right. Luminous sky with billowing clouds dominates the upper portion. The scene combines archaeological accuracy with idealized atmospheric perspective.
2628,claude,waga,633,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3944_scene-in-a-tavern-1735.jpg!Blog.jpg,,,,,,,,4.8,4.2,4.2,4.8,4.4,William Hogarth,Thomas Rowlandson,James Gillray,genre,Baroque,oil,english,1701-1750,3,4,4,2,3,"A crowded interior scene depicting numerous figures in 18th-century dress engaged in social interaction. The composition shows a theatrical gathering with dramatic gestures and expressions, characteristic of narrative genre painting. Dark tonal palette with warm highlights illuminating the figures."
2629,claude,waga,634,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3947_the-bench-1758.jpg!Blog.jpg,,,,,,,,2.8,2.8,3.0,4.0,3.8,William Hogarth,James Gillray,Thomas Rowlandson,historical,Realism,drawing,english,1701-1750,2,3,2,2,2,"An engraved satirical composition depicting multiple male figures wearing elaborate 18th-century wigs and formal dress. The upper register shows profile studies of heads, while the lower section presents full-length figures in various poses. Extensive text commentary appears below the image, characteristic of didactic satirical prints."
2630,claude,waga,635,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/395_milagre-da-ressurrei-o-do-mancebo-1525.jpg!Blog.jpg,,,,,,,,4.8,4.2,4.4,4.4,5.0,El Greco,Bartolomé Bermejo,Juan de Flandes,religious,Renaissance,oil,spanish,1551-1600,3,4,4,2,3,"A religious scene depicting a crucifixion or martyrdom with multiple figures in Renaissance dress. The composition shows a central figure in white garments surrounded by soldiers, clergy, and onlookers. Medieval architecture frames the scene with a tower visible in the background, characteristic of Spanish Renaissance religious narrative painting."
2631,claude,waga,636,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/396_victory-of-henry-i-on-his-brother-robert-1460.jpg!Blog.jpg,,,,,,,,2.6,3.6,3.4,4.2,4.6,Jean Froissart or School of Froissart,Bertrand Bonaventure,Unknown Flemish Manuscript Illuminator,historical,Medieval,tempera,flemish,1351-1400,2,3,2,3,2,"Medieval manuscript illumination depicting a military siege scene. Armored soldiers with banners stand before a fortified castle with towers. The composition shows a landscape background with fields and distant fortifications, characteristic of 14th-century Flemish manuscript art documenting historical military campaigns."
2632,claude,waga,637,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3977_japan-odalisque-1916.jpg!Blog.jpg,,,,,,,,2.4,4.2,3.8,1.6,2.6,Egon Schiele,Oskar Kokoschka,Ernst Ludwig Kirchner,study,Expressionism,oil,austrian,1851-1900,4,3,4,4,4,"A nude male figure in a contorted, introspective pose within a circular composition. The figure displays angular, expressive modeling with warm ochre tones against cool blue drapery. The composition emphasizes psychological intensity and bodily distortion characteristic of early 20th-century Expressionism."
2633,claude,waga,638,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3984_grand-canal-the-rialto-bridge-from-the-south-1727.jpg!Blog.jpg,,,,,,,,2.8,2.4,3.6,4.2,5.0,Canaletto,Bernardo Bellotto,Francesco Guardi,landscape,Realism,oil,italian,1701-1750,2,4,4,3,2,"A Venetian veduta depicting the Rialto Bridge with surrounding palaces, boats, and figures. The composition shows a bustling waterfront scene with careful architectural detail, atmospheric perspective, and luminous sky characteristic of 18th-century Venetian topographical painting."
2634,claude,waga,639,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3_pastoral-landscape-1677.jpg!Blog.jpg,,,,,,,,4.0,3.8,4.2,4.0,4.8,Claude Lorrain,Salvator Rosa,Jan Both,landscape,Romanticism,oil,french,1651-1700,4,5,4,4,4,"A classical landscape with figures in the foreground near a stream, framed by tall trees. Distant ruins and mountains visible across a valley. Golden light bathes the scene, creating atmospheric depth. The composition demonstrates idealized nature with classical architectural elements integrated into the pastoral setting."
2635,claude,waga,640,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4002_piazza-san-marco-the-clocktower-1730.jpg!Blog.jpg,,,,,,,,2.6,3.2,4.0,4.0,4.2,Canaletto,Bernardo Bellotto,Francesco Guardi,historical,Baroque,oil,italian,1701-1750,2,4,4,3,2,"A Venetian piazza scene depicting an expansive public square with Renaissance and Gothic architecture. Numerous figures populate the plaza, while ornate buildings with distinctive domes and spires frame the composition. The sky features dramatic clouds, and the perspective creates deep spatial recession into the distance."
2636,claude,waga,641,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4005_reception-of-the-imperial-ambassador-at-the-doge-s-palace-1729.jpg!Blog.jpg,,,,,,,,4.2,1.6,4.8,3.8,5.0,Canaletto,Bernardo Bellotto,Francesco Guardi,historical,Baroque,oil,italian,1701-1750,2,4,4,2,2,"A Venetian ceremonial scene depicting the Doge's Palace and St. Mark's Square filled with crowds, ornate boats, and festive pageantry. The composition shows architectural precision with atmospheric perspective, characteristic of 18th-century vedute painting documenting civic celebrations and urban grandeur."
2637,claude,waga,642,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4006_return-of-the-bucentoro-to-the-molo-on-ascension-day-1732.jpg!Blog.jpg,,,,,,,,3.0,2.8,4.8,4.0,5.0,Canaletto,Bernardo Bellotto,Francesco Guardi,landscape,Realism,oil,italian,1701-1750,2,4,4,3,2,"A Venetian veduta depicting the Piazza San Marco and Grand Canal with gondolas, boats, and crowds. The composition shows the Basilica di San Marco on the left and the Doge's Palace on the right, rendered with precise architectural detail and atmospheric perspective characteristic of 18th-century Venetian topographical painting."
2638,claude,waga,643,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4008_rio-dei-mendicanti-1724.jpg!Blog.jpg,,,,,,,,4.4,3.6,3.4,4.0,5.0,Canaletto,Bernardo Bellotto,Francesco Guardi,landscape,Romanticism,oil,italian,1701-1750,2,4,4,3,2,"A Venetian canal scene depicting classical architecture along waterways with gondolas and figures. The composition shows Renaissance and Baroque buildings reflected in calm water, with dramatic sky and atmospheric perspective characteristic of 18th-century vedute painting."
2639,claude,waga,644,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/400_saint-anthony-and-archangel-michael-1456.jpg,,,,,,,,2.0,1.4,1.0,1.6,2.2,Filippo Lippi,Sandro Botticelli,Domenico Veneziano,religious,Renaissance,tempera,italian,1451-1500,2,2,1,2,1,Two-panel religious altarpiece depicting saints with halos in Renaissance style. Left panel shows a bearded saint in robes; right panel shows a young saint in armor with a shield bearing a cross. Both figures set against architectural backgrounds with gold leaf details and ornate decorative elements.
2640,claude,waga,645,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/401_the-purification-of-the-virgin-1640.jpg!Blog.jpg,,,,,,,,4.0,5.0,3.8,3.4,4.6,Filippino Lippi,Sandro Botticelli,Domenico Ghirlandaio,religious,Renaissance,tempera,italian,1451-1500,2,3,2,3,2,"A religious scene depicting the presentation of an infant at an altar, surrounded by figures in Renaissance dress. The composition shows a hierarchical arrangement with clergy at the altar and devotees below, rendered in tempera with careful linear perspective and warm earth tones characteristic of Florentine Renaissance painting."
2641,claude,waga,646,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4023_the-bucintgoro-by-the-molo-on-ascension-day-1729.jpg!Blog.jpg,,,,,,,,4.2,3.8,4.4,4.4,5.0,Canaletto,Francesco Guardi,Luca Carlevarijs,historical,Baroque,oil,italian,1701-1750,2,4,4,3,2,"A grand Venetian ceremonial scene depicting the Doge's Palace and St. Mark's Square filled with ornate gondolas and crowds. The composition captures a festive procession or regatta with architectural precision, atmospheric perspective, and luminous sky characteristic of 18th-century Venetian vedute painting."
2642,claude,waga,647,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/402_the-victorious-samson-1612.jpg!Blog.jpg,,,,,,,,2.0,3.2,1.8,2.0,2.2,Luca Signorelli,Michelangelo,Bartolomé Bermejo,mythological,Renaissance,oil,italian,1501-1550,2,4,3,4,2,"A muscular male figure in classical contrapposto stance holds aloft a lyre or musical instrument against a cloudy sky. Draped in red fabric, he dominates the composition. Below are reclining figures and a landscape with distant mountains, suggesting a mythological or allegorical scene rendered with Renaissance ideals of human form and spatial depth."
2643,claude,waga,648,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4037_interior-with-figures-1899.jpg!Blog.jpg,,,,,,,,4.8,3.0,3.4,4.8,3.0,Thomas Cooper Gotch,Edward Robert Hughes,John William Waterhouse,interior,Symbolism / Intimism,oil,english,1851-1900,3,4,3,4,3,"Two women in classical dress stand in an ornate interior. The figure in white reads from a scroll while the woman in coral-orange drapery observes. Soft lighting and muted earth tones create an intimate, contemplative atmosphere characteristic of late 19th-century Romantic aestheticism."
2644,claude,waga,649,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/403_adoration-of-the-magi-right-wing-of-triptych-depicting-the-presentation-in-the-temple-c-1470-72-1472.jpg!Blog.jpg,,,,,,,,2.8,2.4,2.8,1.4,4.2,Rogier van der Weyden,Hans Memling,Petrus Christus,religious,Renaissance,oil,flemish,1451-1500,2,3,2,2,2,"A religious scene depicting the presentation of Christ at the temple. Multiple figures in rich robes gather around an infant held by a priest, set within an ornate Gothic interior with columns and arched windows. The composition demonstrates careful spatial arrangement and detailed characterization typical of Early Flemish painting."
